,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Week 1,,,,,,,,,,,,,,Week 2,,,,,,,,,,,,,,Week 3,,,,,,,,,,,,,,Week 4,,,,,,,,,,,,,,Week 5,,,,,,,,,,,,,,Week 6,,,,,,,,,,,,,,Week 7,,,,,,,,,,,,,,Week 8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,6,,,,,,,,,,,,2,,6,,,,,,,,,,,,2,,6,,,,,,,,,,,,6,,4,,,,,,,,,,,,1,,6,,,,,,,,,,,,6,,3,,,,,,,,,,,,4,,6,,,,,,,,,,,,2,,6,,,,,,,,,,,,,,
,,Frederick Klefkis,,,,Lion City Leech Life,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,München Emboars,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,Crown Point Cetitans,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,Nevada County Caterpies,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,Abbotsford Aggrons,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,Sauda's Chimps,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,New Orleans Swamperts,,,,T1W,T1L,T2W,T2L,,,Frederick Klefkis,,,,Sunnyside Suicunes,,,,T1W,T1L,T2W,T2L,,Pbot Text,Pbot Extract,Pbot Name,D,K,Pokemon
,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,"Blaziken has 0 direct kills, 0 passive kills, and 0 deaths.",Blaziken has 0 kills and 0 deaths.,Blaziken,0,0,Blaziken
,,Iron Valiant,2,0,,1,1,Ursaluna-BM,,,,,,,,Empoleon,0,0,,1,0,Meloetta,,0,1,1,0,,,Iron Valiant,0,1,,1,1,Galarian Slowking,,0,0,0,0,,,Iron Valiant,0,1,,0,0,Rillaboom,,0,0,0,0,,,Zarude,5,0,,1,0,Espeon,,0,0,0,0,,,Iron Valiant,0,1,,1,0,Hippopotas,,0,0,0,0,,,Bellibolt,2,0,,1,0,Pecharunt,,0,1,1,0,,,Zarude,1,0,,1,0,Vileplume,,1,0,0,1,,"Manaphy has 2 direct kills, 0 passive kills, and 0 deaths.",Manaphy has 2 kills and 0 deaths.,Manaphy,0,2,Manaphy
,,Empoleon,1,1,,1,0,Toucannon,,,,,,,,Bellibolt,2,0,,1,0,Bastiodon,,0,1,1,0,,,Garchomp,0,0,,1,0,Iron Hands,,0,0,0,0,,,Talonflame,1,1,,0,3,Dragapult,,0,0,0,0,,,Garchomp,0,0,,1,1,Spectrier,,0,0,0,0,,,Indeedee,0,1,,0,1,Excadrill,,0,0,0,0,,,Zarude,0,0,,1,1,Terapagos-Terastal,,0,1,1,0,,,Iron Valiant,0,0,,1,0,Sandslash,,1,0,0,1,,"Wobbuffet has 0 direct kills, 0 passive kills, and 0 deaths.",Wobbuffet has 0 kills and 0 deaths.,Wobbuffet,0,0,Wobbuffet
,,Garchomp,0,0,,1,0,Gardevoir,,,,,,,,Indeedee,1,0,,1,0,Morpeko,,0,1,1,0,,,Empoleon,1,1,,1,1,Mandibuzz,,0,0,0,0,,,Bellibolt,0,1,,1,0,Avalugg,,0,0,0,0,,,Indeedee,0,0,,1,0,Hisuian Samurott,,0,0,0,0,,,Zarude,1,1,,1,2,Iron Boulder,,0,0,0,0,,,Deoxys-Speed,1,1,,1,1,Ogerpon-W,,0,1,1,0,,,Garchomp,3,1,,1,0,Glaceon,,1,0,0,1,,"Banette-Mega has 1 direct kills, 0 passive kills, and 0 deaths.",Banette-Mega has 1 kills and 0 deaths.,Banette-Mega,0,1,Mega Banette
,,Zarude,1,0,,1,0,Forretress,,,,,,,,Garchomp,0,1,,1,0,Delphox,,0,1,1,0,,,Deoxys-Speed,0,0,,1,0,Brambleghast,,0,0,0,0,,,Zarude,2,1,,1,1,Darkrai,,0,0,0,0,,,Iron Valiant,1,1,,1,0,Fezandipiti,,0,0,0,0,,,Garchomp,0,1,,0,1,Thundurus,,0,0,0,0,,,Iron Valiant,1,1,,1,1,Jirachi,,0,1,1,0,,,Qwilfish,0,0,,1,1,Manaphy,,1,0,0,1,,"Hydrapple has 3 direct kills, 0 passive kills, and 0 deaths.",Hydrapple has 3 kills and 0 deaths.,Hydrapple,0,3,Hydrapple
,,Deoxys-Speed,2,0,,1,0,Pawmot,,,,,,,,Cryogonal,0,1,,1,1,Conkeldurr,,0,1,1,0,,,Bellibolt,0,0,,1,0,Alomomola,,0,0,0,0,,,Qwilfish,0,1,,1,2,Volcanion,,0,0,0,0,,,Qwilfish,0,0,,1,0,Sneasler,,0,0,0,0,,,Empoleon,1,1,,0,0,Slowking,,0,0,0,0,,,Empoleon,2,1,,1,0,Weavile,,0,1,1,0,,,Bellibolt,0,1,,1,1,Scream Tail,,1,0,0,1,,"Scizor has 0 direct kills, 0 passive kills, and 0 deaths.",Scizor has 0 kills and 0 deaths.,Scizor,0,0,Scizor
