,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Week 1,,,,,,,,,,,,,,Week 2,,,,,,,,,,,,,,Week 3,,,,,,,,,,,,,,Week 4,,,,,,,,,,,,,,Week 5,,,,,,,,,,,,,,Week 6,,,,,,,,,,,,,,Week 7,,,,,,,,,,,,,,Week 8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,6,,,,,,,,,,,,4,,6,,,,,,,,,,,,3,,6,,,,,,,,,,,,6,,2,,,,,,,,,,,,0,,3,,,,,,,,,,,,6,,5,,,,,,,,,,,,6,,1,,,,,,,,,,,,3,,6,,,,,,,,,,,,,,
,,Caborca Gengars,,,,Ottawa Donphans,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,Hawaiian High Cost,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,Clonbrook Kyogres,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,The Ting Goes Boom,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,Machampions,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,Uncertain Unowns,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,BC Litleos,,,,T1W,T1L,T2W,T2L,,,Caborca Gengars,,,,Fredericton Froakies,,,,T1W,T1L,T2W,T2L,,Pbot Text,Pbot Extract,Pbot Name,D,K,Pokemon
,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,"Blaziken has 0 direct kills, 0 passive kills, and 0 deaths.",Blaziken has 0 kills and 0 deaths.,Blaziken,0,0,Blaziken
,,Clefable,0,1,,1,1,Roaring Moon,,,,,,,,Dragapult,2,1,,1,2,Gholdengo,,,,,,,,Slowking,0,0,,1,0,Pelipper,,,,,,,,Dragapult,0,1,,0,1,Meowscarada,,,,,,,,Abra,3,,,3,,Abra,,0,0,0,0,,,Iron Hands,0,1,,0,3,Iron Bundle,,,,,,,,Dragapult,0,1,,0,0,Skeledirge,,,,,,,,Galarian Weezing,1,1,,1,0,Blastoise,,1,0,0,1,,"Manaphy has 2 direct kills, 0 passive kills, and 0 deaths.",Manaphy has 2 kills and 0 deaths.,Manaphy,0,2,Manaphy
,,Iron Hands,2,1,,1,2,Cinderace,,,,,,,,Clefable,1,1,,1,1,Urshifu-Rapid-Strike,,,,,,,,Hoopa-Unbound,0,0,,1,2,Iron Valiant,,,,,,,,Talonflame,0,1,,1,0,Garchomp,,,,,,,,,,,,,,,,0,0,0,0,,,Dragapult,3,1,,1,0,Heatran,,,,,,,,Clefable,0,1,,1,2,Landorus-Therian,,,,,,,,Cetitan,4,0,,1,2,Bisharp,,1,0,0,1,,"Wobbuffet has 0 direct kills, 0 passive kills, and 0 deaths.",Wobbuffet has 0 kills and 0 deaths.,Wobbuffet,0,0,Wobbuffet
,,Hitmontop,0,1,,1,1,Pecharunt,,,,,,,,Talonflame,0,1,,1,0,Tornadus,,,,,,,,Iron Hands,1,0,,1,0,Primarina,,,,,,,,Clefable,0,1,,0,1,Keldeo,,,,,,,,,,,,,,,,0,0,0,0,,,Clefable,0,1,,1,1,Mismagius,,,,,,,,Cetitan,0,1,,0,3,Rotom-Wash,,,,,,,,Clefable,0,0,,1,0,Sneasler,,1,0,0,1,,"Banette-Mega has 1 direct kills, 0 passive kills, and 0 deaths.",Banette-Mega has 1 kills and 0 deaths.,Banette-Mega,0,1,Mega Banette
,,Hoopa-Unbound,2,0,,1,0,Donphan,,,,,,,,Slowking,0,0,,1,0,Dondozo,,,,,,,,Cetitan,5,1,,1,0,Overqwil,,,,,,,,Hoopa-Unbound,1,1,,0,0,Zapdos,,,,,,,,,,,,,,,,0,0,0,0,,,Cetitan,1,1,,1,0,Tinkaton,,,,,,,,Slowking,0,1,,0,1,Fezandipiti,,,,,,,,Slowking,0,0,,1,1,Rillaboom,,1,0,0,1,,"Hydrapple has 3 direct kills, 0 passive kills, and 0 deaths.",Hydrapple has 3 kills and 0 deaths.,Hydrapple,0,3,Hydrapple
,,Slowking,0,0,,1,0,Quaquaval,,,,,,,,Orthworm,0,1,,1,0,Ogerpon-H,,,,,,,,Orthworm,0,1,,1,0,Barraskewda,,,,,,,,Garganacl,1,1,,1,3,Iron Crown,,,,,,,,,,,,,,,,0,0,0,0,,,Slowking,0,1,,1,1,Conkeldurr,,,,,,,,Ninetales,0,1,,0,0,Weavile,,,,,,,,Alolan Ninetales,0,1,,1,0,Hisuian Arcanine,,1,0,0,1,,"Scizor has 0 direct kills, 0 passive kills, and 0 deaths.",Scizor has 0 kills and 0 deaths.,Scizor,0,0,Scizor
