,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Week 1,,,,,,,,,,,,,,Week 2,,,,,,,,,,,,,,Week 3,,,,,,,,,,,,,,Week 4,,,,,,,,,,,,,,Week 5,,,,,,,,,,,,,,Week 6,,,,,,,,,,,,,,Week 7,,,,,,,,,,,,,,Week 8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,2,,,,,,,,,,,,6,,2,,,,,,,,,,,,6,,1,,,,,,,,,,,,4,,6,,,,,,,,,,,,0,,3,,,,,,,,,,,,5,,6,,,,,,,,,,,,5,,6,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,
,,Helsinki Jellicent Klub,,,,Syracuse Snorlax,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,Philadelphia PZs,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,London Lunalas,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,Charleston Chesnaughts,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,Edinburgh Enamorus,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,The Pokerangers,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,Dreary Lane Darmanitans,,,,T1W,T1L,T2W,T2L,,,Helsinki Jellicent Klub,,,,Alabama Feraligatrs,,,,T1W,T1L,T2W,T2L,,Pbot Text,Pbot Extract,Pbot Name,D,K,Pokemon
,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,"Blaziken has 0 direct kills, 0 passive kills, and 0 deaths.",Blaziken has 0 kills and 0 deaths.,Blaziken,0,0,Blaziken
,,Mienshao,0,1,,0,2,Cetitan,,,,,,,,Dragapult,0,1,,0,0,Iron Treads,,,,,,,,Ogerpon-W,0,1,,1,0,Ursaluna,,,,,,,,Dragapult,3,0,,1,0,Rotom,,,,,,,,Abra,,,,3,,Abra,,0,0,0,0,,,Iron Moth,3,0,,1,4,Roaring Moon,,,,,,,,Iron Moth,1,1,,1,0,Zapdos,,,,,,,,Kingambit,0,1,,1,3,Latios,,0,1,1,0,,"Manaphy has 2 direct kills, 0 passive kills, and 0 deaths.",Manaphy has 2 kills and 0 deaths.,Manaphy,0,2,Manaphy
,,Rotom-Frost,0,1,,0,0,Galarian Slowking,,,,,,,,Ogerpon-W,0,1,,0,0,Annihilape,,,,,,,,Rotom-Frost,0,1,,0,1,Archaludon,,,,,,,,Kingambit,1,1,,1,2,Mew,,,,,,,,,,,,,,,,0,0,0,0,,,Donphan,0,1,,1,1,Sandy Shocks,,,,,,,,Milotic,3,0,,1,0,Tsareena,,,,,,,,Iron Moth,1,1,,1,0,Blaziken,,0,1,1,0,,"Wobbuffet has 0 direct kills, 0 passive kills, and 0 deaths.",Wobbuffet has 0 kills and 0 deaths.,Wobbuffet,0,0,Wobbuffet
,,Iron Crown,0,1,,0,0,Kyurem,,,,,,,,Iron Crown,0,1,,1,2,Volcanion,,,,,,,,Dragapult,0,1,,0,1,Tornadus-Therian,,,,,,,,Clefable,0,0,,1,0,Darkrai,,,,,,,,,,,,,,,,0,0,0,0,,,Clefable,0,1,,1,0,Ursaluna-BM,,,,,,,,Dragapult,0,1,,1,2,Urshifu-Single-Strike,,,,,,,,Donphan,1,1,,0,1,Excadrill,,0,1,1,0,,"Banette-Mega has 1 direct kills, 0 passive kills, and 0 deaths.",Banette-Mega has 1 kills and 0 deaths.,Banette-Mega,0,1,Mega Banette
,,Clefable,0,1,,0,3,Scizor,,,,,,,,Clefable,0,1,,0,4,Iron Valiant,,,,,,,,Mienshao,0,1,,0,1,Clodsire,,,,,,,,Galarian Zapdos,1,1,,1,1,Baxcalibur,,,,,,,,,,,,,,,,0,0,0,0,,,Milotic,2,1,,1,0,Quaquaval,,,,,,,,Kingambit,1,1,,1,1,Skeledirge,,,,,,,,Forretress,0,1,,1,1,Hisuian Samurott,,0,1,1,0,,"Hydrapple has 3 direct kills, 0 passive kills, and 0 deaths.",Hydrapple has 3 kills and 0 deaths.,Hydrapple,0,3,Hydrapple
,,Dragapult,1,1,,1,0,Alolan Ninetales,,,,,,,,Oricorio-Pom-Pom,2,1,,1,0,Galarian Moltres,,,,,,,,Iron Crown,0,1,,0,3,Pelipper,,,,,,,,Forretress,0,1,,1,0,Tinkaton,,,,,,,,,,,,,,,,0,0,0,0,,,Rotom-Mow,0,1,,1,0,Moltres,,,,,,,,Donphan,1,1,,1,0,Jirachi,,,,,,,,Clefable,0,1,,0,0,Tyranitar,,0,1,1,0,,"Scizor has 0 direct kills, 0 passive kills, and 0 deaths.",Scizor has 0 kills and 0 deaths.,Scizor,0,0,Scizor
