,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Week 1,,,,,,,,,,,,,,Week 2,,,,,,,,,,,,,,Week 3,,,,,,,,,,,,,,Week 4,,,,,,,,,,,,,,Week 5,,,,,,,,,,,,,,Week 6,,,,,,,,,,,,,,Week 7,,,,,,,,,,,,,,Week 8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,6,,,,,,,,,,,,3,,6,,,,,,,,,,,,1,,6,,,,,,,,,,,,6,,3,,,,,,,,,,,,6,,3,,,,,,,,,,,,0,,6,,,,,,,,,,,,6,,3,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,
,,Tokyo Teddiursas,,,,Blasphemous Blacephalons,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Philadelphia Porygon-Zs,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Syracuse Snorlax,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Charleston Chesnaughts,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Boston Banettes,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Pittsburgh Scizors,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Toronto Staraptors,,,,T1W,T1L,T2W,T2L,,,Tokyo Teddiursas,,,,Birmingham Buizels,,,,T1W,T1L,T2W,T2L,,Pbot Text,Pbot Extract,Pbot Name,D,K,Pokemon
,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,"Blaziken has 0 direct kills, 0 passive kills, and 0 deaths.",Blaziken has 0 kills and 0 deaths.,Blaziken,0,0,Blaziken
,,Greninja,4,0,,1,0,Clodsire,,,,,,,,Terapagos,2,1,,1,3,Iron Valiant,,,,,,,,Greninja,0,0,,1,1,Urshifu-Single-Strike,,,,,,,,Greninja,0,1,,1,2,Gouging Fire,,,,,,,,Greninja,1,1,,1,0,Sandy Shocks,,0,0,0,0,,,Greninja,0,0,,1,0,Urshifu-Rapid-Strike,,,,,,,,Greninja,2,1,,0,1,Hydrapple,,,,,,,,Greninja,1,1,,1,1,Kyurem,,1,0,0,1,,"Manaphy has 2 direct kills, 0 passive kills, and 0 deaths.",Manaphy has 2 kills and 0 deaths.,Manaphy,0,2,Manaphy
,,Terapagos,1,1,,1,2,Thundurus-Therian,,,,,,,,Greninja,3,0,,1,0,Ogerpon-W,,,,,,,,Terapagos,0,0,,1,0,Blastoise,,,,,,,,Terapagos,0,1,,0,1,Pecharunt,,,,,,,,Terapagos,0,1,,1,1,Tornadus-Therian,,0,0,0,0,,,Terapagos,0,0,,1,0,Raikou,,,,,,,,Terapagos,0,1,,0,1,Excadrill,,,,,,,,Terapagos,1,0,,1,1,Mew,,1,0,0,1,,"Wobbuffet has 0 direct kills, 0 passive kills, and 0 deaths.",Wobbuffet has 0 kills and 0 deaths.,Wobbuffet,0,0,Wobbuffet
,,Ting-Lu,0,1,,1,0,Ribombee,,,,,,,,Ting-Lu,0,0,,1,0,Salamence,,,,,,,,Ting-Lu,0,0,,1,0,Gliscor,,,,,,,,Ting-Lu,1,1,,0,1,Cyclizar,,,,,,,,Ting-Lu,0,1,,0,3,Annihilape,,0,0,0,0,,,Ting-Lu,0,0,,1,0,Porygon2,,,,,,,,Ting-Lu,0,1,,1,0,Tyranitar,,,,,,,,Ting-Lu,0,1,,1,0,Ogerpon-W,,1,0,0,1,,"Banette-Mega has 1 direct kills, 0 passive kills, and 0 deaths.",Banette-Mega has 1 kills and 0 deaths.,Banette-Mega,0,1,Mega Banette
,,Dragonite,0,1,,1,1,Roaring Moon,,,,,,,,Mienshao,0,1,,1,0,Hisuian Samurott,,,,,,,,Sinistcha,0,0,,1,0,Iron Hands,,,,,,,,Dragonite,0,1,,0,2,Ogerpon-C,,,,,,,,Dragonite,1,1,,1,1,Baxcalibur,,0,0,0,0,,,Dragonite,4,0,,1,0,Basculegion,,,,,,,,Dragonite,1,1,,0,1,Gholdengo,,,,,,,,Dragonite,0,1,,1,0,Milotic,,1,0,0,1,,"Hydrapple has 3 direct kills, 0 passive kills, and 0 deaths.",Hydrapple has 3 kills and 0 deaths.,Hydrapple,0,3,Hydrapple
,,Jirachi,1,0,,1,0,Corviknight,,,,,,,,Jirachi,0,1,,1,0,Uxie,,,,,,,,Jirachi,5,0,,1,0,Diancie,,,,,,,,Sinistcha,1,1,,1,0,Primarina,,,,,,,,Sinistcha,1,1,,0,1,Galarian Slowking,,0,0,0,0,,,Sinistcha,0,0,,1,0,Pelipper,,,,,,,,Sinistcha,0,1,,1,2,Hisuian Qwilfish,,,,,,,,Sinistcha,4,0,,1,1,Mandibuzz,,1,0,0,1,,"Scizor has 0 direct kills, 0 passive kills, and 0 deaths.",Scizor has 0 kills and 0 deaths.,Scizor,0,0,Scizor
