,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Mew World Order,,,,MWO,2,Philadelphia Porygon-Zs,,,,PPZ,3,New York Nickits,,,,NYN,4,Blasphemous Blacephalons,,,,BLB,5,Charleston Chesnaughts,,,,CC,6,Syracuse Snorlax,,,,SS,,7,Toronto Staraptors,,,,TOS,8,,,
,TheExsaltedOne,,,,,,Jarvisimo,,,,,,Kalib_32,,,,,,beeboop,,,,,,doncolbus,,,,,,TheITB,,,,,,,Cailleur,,,,,,,,,
,200,,Dragapult,,,,200,,Iron Valiant,,,,190,,Chi-Yu,20,T,,180,,Deoxys-Speed,,,,170,,Gouging Fire,,,,180,,Urshifu-Single-Strike,,,,,110,,Tyranitar,,,,,,,
,150,,Weavile,,,,160,,Ursaluna-BM,,,,120,,Skarmory,,,,120,,Clodsire,10,T,,170,,Ogerpon-C,40,T,,190,,Iron Moth,40,T,,,160,,Gholdengo,,,,,,,
,130,,Galarian Zapdos,,,,180,,Salamence,40,T,,170,,Walking Wake,20,T,,90,,Alomomola,,,,130,,Pecharunt,,,,140,,Rillaboom,,,,,140,,Excadrill,,,,,,,
,160,,Skeledirge,40,T,,150,,Hisuian Samurott,,,,110,,Slither Wing,,,,160,,Roaring Moon,,,,160,,Espathra,70,T,,140,,Gliscor,,,,,150,,Hydrapple,40,T,,,,,
,190,,Ogerpon-T,70,T,,150,,Garganacl,40,T,,130,,Clefable,,,,60,,Ribombee,,,,130,,Krookodile,,,,190,,Iron Hands,40,T,,,110,,Scream Tail,,,,,,,
,100,,Gardevoir,,,,110,,Ogerpon-H,,,,140,,Iron Boulder,,,,60,,Indeedee,,,,130,,Metagross,,,,100,,Blastoise,,,,,150,,Hisuian Arcanine,30,T,,,,,
,100,,Alolan Muk,,,,80,,Galarian Weezing,,,,60,,Tsareena,,,,150,,Raging Bolt,,,,90,,Cyclizar,,,,90,,Bronzong,,,,,140,,Manaphy,,,,,,,
,80,,Gastrodon,,,,90,,Tentacruel,,,,10,,Charjabug,,,,140,,Corviknight,,,,130,,Primarina,,,,80,,Diancie,,,,,100,,Talonflame,,,,,,,
,60,,Registeel,,,,100,,Klefki,,,,80,,Ninetales,,,,120,,Gengar,10,T,,80,,Shaymin,,,,130,,Latias,,,,,70,,Hisuian Qwilfish,,,,,,,
,80,,Porygon-Z,,,,30,,Smeargle,,,,110,,Donphan,,,,170,,Blaziken,,,,60,,Lanturn,,,,10,,Bastiodon,,,,,110,,Azelf,,,,,,,
