,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Garden City Grotles,,,,GCG,2,Blackthorn Crashers,,,,BTC,3,Orlando Magikarps,,,,OM,4,Hallownest Heracross,,,,HH,5,Philadelphia Flygons,,,,PHF,6,Luscious Lopunnies,,,,LL,,7,Alabama Alakazams,,,,AA,8,,,
,theoranges,,,,,,Grey,,,,,,Shhnico,,,,,,Metal,,,,,,sam610,,,,,,Merry,,,,,,,Ben,,,,,,,,,
,170,,Garchomp,,,,150,,Walking Wake,,,,190,,Great Tusk,,,,200,,Dragapult,,,,180,,Urshifu-Single-Strike,,,,170,,Mew,50,T,,,190,,Palafin,,,,,,,
,140,,Rotom-Wash,,,,160,,Ting-Lu,,,,150,,Hisuian Samurott,,,,180,,Terapagos,,,,160,,Gholdengo,,,,140,,Corviknight,,,,,150,,Iron Treads,,,,,,,
,190,,Quaquaval,40,T,,130,,Pecharunt,,,,180,,Tornadus-Therian,,,,170,,Sneasler,,,,190,,Thundurus-Therian,50,T,,180,,Annihilape,20,T,,,150,,Zapdos,,,,,,,
,90,,Alomomola,,,,150,,Hisuian Arcanine,30,T,,150,,Garganacl,40,T,,140,,Rillaboom,,,,130,,Clefable,,,,90,,Cyclizar,,,,,180,,Archaludon,40,T,,,,,
,170,,Heatran,30,T,,160,,Galarian Zapdos,30,T,,190,,Chi-Yu,20,T,,130,,Metagross,,,,150,,Baxcalibur,,,,110,,Clodsire,,,,,100,,Overqwil,,,,,,,
,150,,Weavile,,,,110,,Scream Tail,,,,100,,Fezandipiti,,,,120,,Sandy Shocks,,,,70,,Quagsire,,,,80,,Rotom-Heat,,,,,100,,Pelipper,,,,,,,
,60,,Tsareena,,,,130,,Scizor,,,,90,,Bronzong,,,,140,,Hydreigon,30,T,,90,,Tentacruel,,,,70,,Vaporeon,,,,,140,,Barraskewda,40,T,,,,,
,80,,Munkidori,,,,40,,Jolteon,,,,30,,Dusclops,,,,70,,Qwilfish,,,,110,,Ogerpon-H,,,,100,,Grimmsnarl,,,,,60,,Ribombee,,,,,,,
,60,,Magnezone,,,,70,,Chesnaught,,,,50,,Hisuian Electrode,,,,60,,Tornadus,10,T,,40,,Farigiraf,,,,120,,Azumarill,,,,,70,,Amoonguss,,,,,,,
,90,,Whimsicott,,,,100,,Blastoise,,,,120,,Hisuian Goodra,,,,40,,Rotom-Frost,,,,130,,Noivern,30,T,,100,,Kleavor,,,,,110,,Mienshao,,,,,,,
,50,,Staraptor,,,,50,,Ditto,,,,,,,,,,,,,,,,,,,,,,80,,Serperior,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,-70,,,0,,,-60,,,0,,,-60,,,0,,,-40,,,0,,,-80,,,10,,,-70,,,,0,,,-80,,,115,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,Sauda's Chimps,,,,SC,9,Tottenham Hoothoots,,,,TOH,10,Vancouver Valiants,,,,VAV,11,Crown Point Cetitans,,,,CPC,12,Worcester Woopers,,,,WOW,13,Lion City Leech Life,,,,LCLL,,14,Jirachi All-Stars,,,,JAS,16,,,
,Boost4u,,,,,,TripleStarHunter,,,,,,FireAnt,,,,,,MadMac,,,,,,Lemon,,,,,,Shadow2054,,,,,,,Jichar,,,,,,,,,
,170,,Darkrai,,,,180,,Meowscarada,,,,190,,Urshifu-Rapid-Strike,30,T,,180,,Deoxys-Speed,,,,150,,Landorus,,,,160,,Roaring Moon,,,,,170,,Ogerpon-W,,,,,,,
,180,,Landorus-Therian,30,T,,150,,Cinderace,,,,160,,Galarian Slowking,,,,150,,Raging Bolt,,,,130,,Primarina,,,,190,,Iron Moth,40,T,,,170,,Iron Bundle,,,,,,,
,130,,Glimmora,,,,200,,Greninja,30,T,,160,,Skeledirge,40,T,,140,,Gliscor,,,,160,,Kyurem,,,,110,,Enamorus-Therian,,,,,160,,Iron Crown,40,T,,,,,
,110,,Hatterene,,,,160,,Ursaluna-BM,,,,150,,Latios,,,,160,,Enamorus,,,,200,,Iron Valiant,,,,140,,Excadrill,,,,,100,,Comfey,30,T,,,,,
,90,,Sinistcha,,,,100,,Talonflame,,,,90,,Tinkaton,,,,150,,Hydrapple,40,T,,190,,Iron Hands,40,T,,80,,Shaymin,,,,,70,,Hisuian Qwilfish,,,,,,,
,120,,Kingambit,,,,90,,Florges,,,,120,,Mandibuzz,,,,60,,Registeel,,,,120,,Hisuian Zoroark,,,,120,,Mamoswine,,,,,110,,Uxie,,,,,,,
,80,,Araquanid,,,,60,,Forretress,,,,130,,Ogerpon-C,,,,180,,Salamence,40,T,,130,,Empoleon,,,,120,,Dudunsparce,30,T,,,110,,Donphan,,,,,,,
,140,,Raikou,30,T,,110,,Gengar,,,,70,,Regieleki,,,,50,,Toedscruel,,,,100,,Alolan Muk,,,,140,,Keldeo,,,,,120,,Moltres,,,,,,,
,100,,Klefki,,,,110,,Haxorus,20,T,,150,,Ursaluna,,,,90,,Toxapex,,,,60,,Coalossal,20,T,,40,,Drifblim,,,,,100,,Terrakion,,,,,,,
,130,,Infernape,,,,60,,Eelektross,,,,30,,Beartic,,,,20,,Volbeat,,,,10,,Leafeon,,,,140,,Jirachi,,,,,70,,Braviary,,,,,,,
