,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Week 1,,,,,,,,,,,,,,Week 2,,,,,,,,,,,,,,Week 3,,,,,,,,,,,,,,Week 4,,,,,,,,,,,,,,Week 5,,,,,,,,,,,,,,Week 6,,,,,,,,,,,,,,Week 7,,,,,,,,,,,,,,Week 8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,6,,,,,,,,,,,,3,,6,,,,,,,,,,,,1,,6,,,,,,,,,,,,3,,6,,,,,,,,,,,,6,,2,,,,,,,,,,,,6,,5,,,,,,,,,,,,1,,6,,,,,,,,,,,,3,,6,,,,,,,,,,,,,,
,,Alabama Alakazams,,,,Philadelphia Flygons,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Worcester Woopers,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Tottenham Hoothoots,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Hallownest Heracross,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Garden City Grotles,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Sauda's Chimps,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Vancouver Valiants,,,,T1W,T1L,T2W,T2L,,,Alabama Alakazams,,,,Blackthorn Crashers,,,,T1W,T1L,T2W,T2L,,Pbot Text,Pbot Extract,Pbot Name,D,K,Pokemon
,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,,Pokemon,K,D,,D,K,Pokemon,,,,,,,"Blaziken has 0 direct kills, 0 passive kills, and 0 deaths.",Blaziken has 0 kills and 0 deaths.,Blaziken,0,0,Blaziken
,,Palafin,2,1,,1,0,Slowking,,,,,,,,Barraskewda,4,0,,1,1,Landorus,,,,,,,,Palafin,1,0,,1,0,Cinderace,,,,,,,,Archaludon,1,1,,1,0,Sandy Shocks,,,,,,,,Archaludon,1,1,,1,1,Garchomp,,0,0,0,0,,,Overqwil,0,1,,1,1,Landorus-Therian,,,,,,,,Barraskewda,4,0,,1,0,Latios,,,,,,,,Barraskewda,1,0,,1,0,Chesnaught,,1,0,0,1,,"Manaphy has 2 direct kills, 0 passive kills, and 0 deaths.",Manaphy has 2 kills and 0 deaths.,Manaphy,0,2,Manaphy
,,Iron Treads,0,1,,1,0,Quagsire,,,,,,,,Pelipper,0,0,,1,1,Kyurem,,,,,,,,Pelipper,2,0,,1,0,Meowscarada,,,,,,,,Pelipper,0,0,,1,0,Rillaboom,,,,,,,,Pelipper,0,1,,0,0,Rotom-Wash,,0,0,0,0,,,Pelipper,0,1,,1,2,Infernape,,,,,,,,Pelipper,0,0,,1,0,Ogerpon-C,,,,,,,,Pelipper,0,1,,1,1,Walking Wake,,1,0,0,1,,"Wobbuffet has 0 direct kills, 0 passive kills, and 0 deaths.",Wobbuffet has 0 kills and 0 deaths.,Wobbuffet,0,0,Wobbuffet
,,Pelipper,0,0,,1,2,Thundurus-Therian,,,,,,,,Palafin,0,0,,1,0,Iron Hands,,,,,,,,Zapdos,1,0,,1,0,Ursaluna-BM,,,,,,,,Overqwil,2,0,,1,0,Qwilfish,,,,,,,,Ribombee,1,1,,0,2,Staraptor,,0,0,0,0,,,Zapdos,2,1,,1,1,Sinistcha,,,,,,,,Amoonguss,1,1,,1,0,Galarian Slowking,,,,,,,,Zapdos,2,0,,1,2,Hisuian Arcanine,,1,0,0,1,,"Banette-Mega has 1 direct kills, 0 passive kills, and 0 deaths.",Banette-Mega has 1 kills and 0 deaths.,Banette-Mega,0,1,Mega Banette
,,Overqwil,4,0,,1,0,Baxcalibur,,,,,,,,Iron Treads,0,1,,1,0,Scizor,,,,,,,,Overqwil,1,1,,1,1,Haxorus,,,,,,,,Zapdos,0,0,,1,2,Dragapult,,,,,,,,Amoonguss,0,1,,0,0,Quaquaval,,0,0,0,0,,,Palafin,1,1,,1,0,Raikou,,,,,,,,Palafin,0,0,,1,1,Urshifu-Rapid-Strike,,,,,,,,Amoonguss,1,0,,1,0,Scream Tail,,1,0,0,1,,"Hydrapple has 3 direct kills, 0 passive kills, and 0 deaths.",Hydrapple has 3 kills and 0 deaths.,Hydrapple,0,3,Hydrapple
,,Archaludon,0,0,,1,0,Noivern,,,,,,,,Amoonguss,0,1,,1,0,Primarina,,,,,,,,Archaludon,1,0,,1,0,Eelektross,,,,,,,,Barraskewda,2,1,,1,1,Terapagos,,,,,,,,Zapdos,0,1,,1,3,Heatran,,0,0,0,0,,,Iron Treads,1,1,,1,1,Araquanid,,,,,,,,Iron Treads,0,0,,1,0,Ursaluna,,,,,,,,Iron Treads,1,1,,1,0,Jolteon,,1,0,0,1,,"Scizor has 0 direct kills, 0 passive kills, and 0 deaths.",Scizor has 0 kills and 0 deaths.,Scizor,0,0,Scizor
